Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
16 Players,,,,,990,1,1,0,0,13,5,2,0,16,12,2,17,9,5,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Las Palmas, Spain",summary,home,
Kylian Mbappe,9,FRA,Forward,25-304,81,1,0,0,0,2,1,0,0,2,1,1,1,0,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Las Palmas, Spain",summary,away,12/20/1998
Dani Ceballos,19,ESP,Midfielder,28-073,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Las Palmas, Spain",summary,away,8/6/1996
Vinicius Junior,7,BRA,Attacking Midfielder,24-099,90,1,0,0,0,4,1,0,0,4,3,0,2,2,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Las Palmas, Spain",summary,away,7/11/2000
Jude Bellingham,5,ENG,Attacking Midfielder,21-112,90,0,0,0,0,1,0,0,0,2,1,0,1,0,3,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Las Palmas, Spain",summary,away,6/29/2003
Fran Garcia,20,ESP,Defensive Midfielder,25-066,69,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Las Palmas, Spain",summary,away,8/14/1999
Ferland Mendy,23,FRA,Defender,29-133,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Las Palmas, Spain",summary,away,6/8/1995
Eduardo Camavinga,6,FRA,Defensive Midfielder,21-344,62,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,11/10/2002
Rodrygo,11,BRA,Forward / Midfielder,23-284,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,1/8/2001
Federico Valverde,8,URU,Defensive Midfielder,26-089,62,0,0,0,0,1,1,0,0,0,1,0,2,0,2,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,7/22/1998
Luka Modric,10,CRO,Midfielder,39-040,28,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,9/9/1985
Lucas Vazquez,17,ESP,Defensive Midfielder,33-110,90,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,7/1/1991
Antonio Rudiger,22,GER,Centre-Back,31-230,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,3/3/1993
Aurelien Tchouameni,14,FRA,Centre-Back,24-266,90,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,1/26/2000
Eder Militao,3,BRA,Centre-Back,26-275,90,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,1/17/1998
Thibaut Courtois,1,BEL,Goalkeeper,32-161,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,5/10/1992
15 Players,,,,,990,2,2,0,0,10,3,1,0,13,16,1,11,9,9,0,,,"Saturday October 19, 2024",Celta Vigo,Real Madrid,2-Jan,"Girona, Spain",summary,away,
Cyle Larin,17,CAN,Forward,29-186,71,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,4/17/1995
Dani Rodriguez,14,ESP,Forward / Midfielder,36-136,19,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,6/5/1988
Vedat Muriqi,7,KVX,Forward,30-179,83,1,0,0,0,4,1,0,0,1,2,0,1,0,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,4/24/1994
Abdon Prats,9,ESP,Forward,31-318,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,12/5/1992
Sergi Darder,10,ESP,Left Midfielder,30-303,83,0,0,0,0,2,0,0,0,1,1,1,10,1,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,12/21/1993
Antonio Sanchez,18,ESP,Midfielder,27-293,7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,12/31/1996
Samu Costa,12,POR,Central Midfielder,23-328,90,0,0,0,0,1,0,0,0,1,3,0,0,1,2,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,11/26/2000
Manu Morlanes,8,ESP,Central Midfielder,25-282,76,0,0,0,0,1,0,1,0,2,0,0,0,3,2,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,1/11/1999
Omar Mascarell,5,EQG,Midfielder,31-261,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,2/1/1993
Roberto Navarro,27,ESP,Right Midfielder,22-191,71,0,0,0,0,3,1,0,0,0,2,0,1,0,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,4/12/2002
Valery Fernandez,16,ESP,Midfielder,24-332,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,11/23/1999
Johan Mojica,22,COL,Left Back,32-060,90,0,0,0,0,1,0,0,0,1,2,0,6,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,8/20/1992
Antonio Raillo,21,ESP,Centre-Back,33-012,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,10/8/1991
Martin Valjent,24,SVK,Centre-Back,28-314,90,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,12/11/1995
Pablo Maffeo,23,ESP,Right Back,27-100,90,0,0,0,0,1,1,0,0,1,1,0,3,0,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,7/12/1997
Dominik Greif,1,SVK,Goalkeeper,27-197,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,4/6/1997
16 Players,,,,,990,1,1,0,0,19,5,1,0,9,12,2,27,8,11,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,home,
Isaac Palazon Camacho,7,ESP,Forward,29-298,63,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,away,12/26/1994
James Rodriguez,10,COL,Forward / Midfielder,33-100,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,away,7/12/1991
Sergio Camello,14,ESP,Forward,23-253,54,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,away,2/9/2001
Sergi Guardiola,12,ESP,Forward / Midfielder,33-144,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,away,5/29/1991
Alvaro Garcia,18,ESP,Left Midfielder,31-359,90,0,0,0,0,1,0,0,0,1,1,0,2,1,2,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,away,10/26/1992
Gerard Gumbau,15,ESP,Central Midfielder,29-307,54,0,0,0,0,1,1,0,0,3,0,0,0,2,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,away,12/18/1994
Pathe Ciss,6,SEN,Midfielder,30-218,36,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Girona, Spain",summary,away,3/16/1994
Unai Lopez,17,ESP,Central Midfielder,28-356,62,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,10/30/1995
Oscar Valentin,23,ESP,Midfielder,30-061,28,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,8/20/1994
Jorge de Frutos,19,ESP,Right Midfielder,27-243,90,0,0,0,0,3,1,0,0,2,1,0,1,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,2/19/1997
Ivan Balliu,20,ALB,Left Back,32-293,90,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,12/31/1991
Abdul Mumin,16,GHA,Centre-Back,26-136,72,0,0,0,0,1,0,1,0,2,1,0,0,0,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,6/6/1998
Aridane Hernandez,5,ESP,Defender,35-211,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,3/23/1989
Florian Lejeune,24,FRA,Centre-Back,33-153,90,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,5/20/1991
Andrei Ratiu,2,ROU,Right Back,26-122,90,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,6/20/1998
Augusto Batalla,13,ARG,Goalkeeper,28-173,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,4/29/1996
16 Players,,,,,990,0,0,0,0,10,2,1,0,13,8,0,16,8,7,0,,,"Sunday October 20, 2024",Mallorca,Rayo Vallecano,Jan-00,"Villarreal, Spain",summary,away,
Alexander Sorloth,9,NOR,Forward,28-320,90,2,0,0,0,7,4,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,12/5/1995
Angel Correa,10,ARG,Forward,29-225,56,0,0,0,0,5,2,0,0,2,0,0,5,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,3/9/1995
Julian Alvarez,19,ARG,Forward / Midfielder,24-263,34,0,1,0,0,3,1,0,0,1,0,0,2,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,1/30/2000
Antoine Griezmann,7,FRA,Forward,33-213,90,1,0,0,0,2,1,1,0,1,1,0,6,4,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,3/21/1991
Rodrigo Riquelme,17,ESP,Central Midfielder,24-201,56,0,0,0,0,2,1,0,0,1,1,0,4,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,4/1/2000
Giuliano Simeone,22,ARG,Forward / Midfielder,21-307,34,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,12/18/2002
Pablo Barrios,8,ESP,Central Midfielder,21-127,90,0,0,0,0,2,0,0,0,0,1,0,1,2,3,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,6/15/2003
Koke,6,ESP,Defensive Midfielder,32-286,56,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,1/7/1992
Rodrigo De Paul,5,ARG,Forward / Midfielder,30-149,34,0,0,0,0,1,0,1,0,0,1,0,5,0,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,5/24/1994
Javi Galan,21,ESP,Left Back,29-336,90,0,0,0,0,1,0,1,0,5,1,0,3,2,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,11/19/1994
Clement Lenglet,15,FRA,Centre-Back,29-125,63,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,6/17/1995
Jose Maria Gimenez,2,URU,Defender,29-274,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,1/19/1995
Axel Witsel,20,BEL,Centre-Back,35-282,90,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,1/11/1989
Nahuel Molina,16,ARG,Right Back,26-197,45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,4/6/1998
Samuel Lino,12,BRA,Forward / Midfielder,24-302,45,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,12/23/1999
Jan Oblak,13,SVN,Goalkeeper,31-287,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,1/7/1993
16 Players,,,,,990,3,3,0,0,24,9,5,0,14,8,0,32,12,13,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,home,
Miguel,9,ESP,Forward,25-047,76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,away,9/3/1999
Sebastien Haller,18,CIV,Forward,30-120,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,away,6/22/1994
Dani Raba,10,ESP,Attacking Midfielder,28-357,67,0,1,0,0,1,1,0,0,2,2,0,1,0,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,away,10/29/1995
Roberto Lopez,21,ESP,Forward / Midfielder,24-179,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,away,4/23/2000
Seydouba Cisse,8,GUI,Defensive Midfielder,23-253,82,0,0,0,0,1,0,1,0,2,3,0,0,1,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,away,2/9/2001
Diego,19,ESP,Forward,24-185,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,away,4/17/2000
Renato Tapia,5,PER,Defensive Midfielder,29-084,90,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Villarreal, Spain",summary,away,7/28/1995
Yvan Neyou,17,CMR,Defensive Midfielder,27-291,90,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,1/3/1997
Juan Cruz,11,ESP,Defensive Midfielder,24-178,67,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,4/24/2000
Munir El Haddadi,23,MAR,Forward / Midfielder,29-049,23,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,9/1/1995
Javi Hernandez,20,ESP,Left Back,26-171,82,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,5/2/1998
Enric Franquesa,15,ESP,Defender / Midfielder,27-237,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,2/25/1997
Matija Nastasic,22,SRB,Centre-Back,31-206,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,3/28/1993
Sergi,6,ESP,Centre-Back,32-183,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,4/19/1992
Valentin Rosier,12,FRA,Right Back,28-062,90,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,8/18/1996
Marko Dmitrovic,13,SRB,Goalkeeper,32-270,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,1/24/1992
16 Players,,,,,990,1,1,0,0,5,2,1,0,8,13,1,7,8,17,0,,,"Sunday October 20, 2024",Atlético Madrid,Leganés,1-Mar,"Barcelona, Spain",summary,away,
Thierno Barry,15,FRA,Forward,21-365,90,0,1,0,0,1,0,0,0,3,3,1,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,10/21/2002
Alex Baena,16,ESP,Attacking Midfielder,23-092,78,0,0,0,0,0,0,1,0,3,1,0,7,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,7/20/2001
Yeremi Pino,21,ESP,Forward / Midfielder,22-000,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,10/20/2002
Pape Gueye,18,SEN,Attacking Midfielder,25-270,78,0,0,0,0,4,3,0,0,1,3,0,0,1,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,1/23/1999
Ramon Terrats,20,ESP,Midfielder,24-002,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,10/17/2000
Ilias Akhomach,11,MAR,Attacking Midfielder,20-187,68,0,0,0,0,2,0,0,0,2,3,0,3,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,4/15/2004
Nicolas Pepe,19,CIV,Forward / Midfielder,29-144,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,5/29/1995
Daniel Parejo,10,ESP,Defensive Midfielder,35-187,90,0,0,0,0,0,0,1,0,1,2,0,1,2,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,4/16/1989
Santi Comesana,14,ESP,Defensive Midfielder,28-015,90,1,0,0,0,1,1,0,0,3,2,0,0,5,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,10/4/1996
Sergi Cardona,23,ESP,Left Back,25-104,90,0,0,0,0,1,0,0,0,0,2,0,5,1,3,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,7/8/1999
Eric Bailly,4,CIV,Centre-Back,30-191,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,4/12/1994
Pau Navarro,26,ESP,Defender,19-178,45,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,4/25/2005
Raul Albiol,3,ESP,Centre-Back,39-046,90,0,0,0,0,0,0,1,0,2,2,0,0,1,2,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,9/4/1985
Kiko Femenia,17,ESP,Right Back,33-261,90,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,2/1/1991
Diego Conde,13,ESP,Goalkeeper,25-358,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,10/27/1998
15 Players,,,,,990,1,1,0,0,10,4,4,0,18,20,1,17,14,9,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,home,
Christantus Uche,6,NGA,Forward,21-154,45,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,away,5/19/2003
Alvaro Rodriguez,18,URU,Forward,20-098,45,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,away,7/13/2004
Bertug Yildirim,10,TUR,Forward,22-100,89,0,0,0,0,5,2,0,0,4,3,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,away,7/12/2002
Nabil Aberdin,27,FRA,Defender,22-058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,away,8/23/2002
Alex Sola,7,ESP,Left Midfielder,25-133,67,0,0,0,0,3,0,0,0,1,1,0,1,2,2,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,away,6/9/1999
Peter Gonzalez,19,DOM,Midfielder,22-087,23,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,away,7/25/2002
Luis Milla,5,ESP,Central Midfielder,30-013,90,0,0,0,0,2,0,0,0,3,1,0,5,3,1,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Barcelona, Spain",summary,away,10/7/1994
Mauro Arambarri,8,URU,Central Midfielder,29-020,90,1,0,1,1,4,1,1,0,2,3,1,0,0,1,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,9/30/1995
Carles Perez,17,ESP,Right Midfielder,26-247,89,0,0,0,0,2,0,0,0,2,0,0,5,1,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,2/15/1998
Allan Nyom,12,CMR,Defender / Midfielder,36-163,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,5/9/1988
Diego Rico,16,ESP,Left Back,31-240,90,0,0,0,0,0,0,0,0,2,3,0,4,1,4,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,2/22/1993
Omar Alderete,15,PAR,Centre-Back,27-299,90,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,12/25/1996
Djene,2,TOG,Centre-Back,32-294,90,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,12/30/1991
Iglesias,21,ESP,Right Back,26-109,90,0,0,0,0,0,0,0,0,0,1,0,4,1,5,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,7/3/1998
David Soria,13,ESP,Goalkeeper,31-199,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,4/4/1993
15 Players,,,,,990,1,0,1,1,21,4,3,0,21,17,1,22,9,16,0,,,"Sunday October 20, 2024",Villarreal,Getafe,1-Jan,"Valencia, Spain",summary,away,
Robert Lewandowski,9,POL,Forward,36-060,65,2,0,1,1,4,3,0,0,0,1,0,1,0,0,0,,,"Sunday October 20, 2024",Barcelona,Sevilla,1-May,"Valencia, Spain",summary,home,8/20/1988
Pau Victor,18,ESP,Forward,22-329,25,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,,,"Sunday October 20, 2024",Barcelona,Sevilla,1-May,"Valencia, Spain",summary,home,11/26/2001
Ansu Fati,10,ESP,Attacking Midfielder,21-355,75,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,,,"Sunday October 20, 2024",Barcelona,Sevilla,1-May,"Valencia, Spain",summary,home,10/31/2002
Gerard Martin,35,ESP,Defender,22-237,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Sunday October 20, 2024",Barcelona,Sevilla,1-May,"Valencia, Spain",summary,home,2/25/2002
